month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2021-04,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,93 years 03 months,450000
2021-04,WOODLANDS,4 ROOM,890A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 03 months,488000
2021-05,WOODLANDS,4 ROOM,26,MARSILING DR,10 TO 12,91,New Generation,1977,55 years 01 month,310000
2021-05,WOODLANDS,4 ROOM,711,WOODLANDS DR 70,10 TO 12,102,Model A,1997,74 years 10 months,400000
2021-05,WOODLANDS,4 ROOM,657,WOODLANDS RING RD,10 TO 12,100,Model A,1998,75 years 11 months,400000
2021-05,WOODLANDS,4 ROOM,724,WOODLANDS AVE 6,10 TO 12,102,Model A,1997,75 years 04 months,418000
2021-05,WOODLANDS,4 ROOM,543,WOODLANDS DR 16,10 TO 12,101,Model A,2000,78 years 01 month,420000
2021-05,WOODLANDS,4 ROOM,704,WOODLANDS DR 40,10 TO 12,102,Model A,1996,74 years 06 months,425000
2021-05,WOODLANDS,4 ROOM,709,WOODLANDS DR 70,10 TO 12,100,Model A,1996,74 years 08 months,430000
2021-05,WOODLANDS,4 ROOM,515,WOODLANDS DR 14,10 TO 12,107,Premium Apartment,1999,76 years 11 months,440000
2021-05,WOODLANDS,4 ROOM,890A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 03 months,492000
2021-05,WOODLANDS,4 ROOM,890A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 03 months,501000
2021-05,WOODLANDS,4 ROOM,889B,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 02 months,538000
2021-06,WOODLANDS,4 ROOM,845,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,72 years 01 month,370000
2021-06,WOODLANDS,4 ROOM,335,WOODLANDS ST 32,10 TO 12,83,Simplified,1985,63 years 06 months,371000
2021-06,WOODLANDS,4 ROOM,579,WOODLANDS DR 16,10 TO 12,90,Model A,2001,78 years 11 months,400000
2021-06,WOODLANDS,4 ROOM,779,WOODLANDS CRES,10 TO 12,101,Model A,1997,75 years 05 months,400000
2021-06,WOODLANDS,4 ROOM,110,WOODLANDS ST 13,10 TO 12,93,New Generation,1987,64 years 08 months,400000
2021-06,WOODLANDS,4 ROOM,171,WOODLANDS ST 11,10 TO 12,96,New Generation,1985,63 years 06 months,405000
2021-06,WOODLANDS,4 ROOM,728,WOODLANDS CIRCLE,10 TO 12,91,Model A2,1997,75 years 04 months,407888
2021-06,WOODLANDS,4 ROOM,550,WOODLANDS DR 44,10 TO 12,100,Model A,2000,77 years 09 months,410000
2021-06,WOODLANDS,4 ROOM,729,WOODLANDS CIRCLE,10 TO 12,100,Model A2,1997,75 years 07 months,420000
2021-06,WOODLANDS,4 ROOM,517,WOODLANDS DR 14,10 TO 12,105,Premium Apartment,2000,78 years 04 months,435000
2021-06,WOODLANDS,4 ROOM,371,WOODLANDS AVE 1,10 TO 12,102,Model A,1996,74 years 06 months,440000
2021-06,WOODLANDS,4 ROOM,546,WOODLANDS DR 16,10 TO 12,101,Model A,2000,78 years 04 months,455000
2021-06,WOODLANDS,4 ROOM,368,WOODLANDS AVE 1,10 TO 12,105,Model A,1997,74 years 09 months,462000
2021-06,WOODLANDS,4 ROOM,367,WOODLANDS AVE 5,10 TO 12,105,Model A,1996,74 years 01 month,468108
2021-06,WOODLANDS,4 ROOM,890B,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 01 month,515000
2021-07,WOODLANDS,4 ROOM,551,WOODLANDS DR 44,10 TO 12,100,Model A,2000,77 years 08 months,400000
2021-07,WOODLANDS,4 ROOM,735,WOODLANDS CIRCLE,10 TO 12,101,Model A,1998,75 years 08 months,408000
2021-07,WOODLANDS,4 ROOM,577,WOODLANDS DR 16,10 TO 12,91,Model A,2000,78 years 05 months,410000
2021-07,WOODLANDS,4 ROOM,843,WOODLANDS ST 82,10 TO 12,104,Model A,1994,72 years,410000
2021-07,WOODLANDS,4 ROOM,738,WOODLANDS CIRCLE,10 TO 12,103,Model A,1998,75 years 08 months,420000
2021-07,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 08 months,470000
2021-07,WOODLANDS,4 ROOM,889A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years 01 month,498000
2021-07,WOODLANDS,4 ROOM,887B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 08 months,510000
2021-08,WOODLANDS,4 ROOM,205,MARSILING DR,10 TO 12,91,New Generation,1980,58 years 03 months,265000
2021-08,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,10 TO 12,90,Model A2,1998,76 years 01 month,378000
2021-08,WOODLANDS,4 ROOM,773,WOODLANDS DR 60,10 TO 12,93,Model A2,1997,75 years 03 months,390000
2021-08,WOODLANDS,4 ROOM,426,WOODLANDS ST 41,10 TO 12,100,Model A,1997,74 years 09 months,395000
2021-08,WOODLANDS,4 ROOM,618,WOODLANDS AVE 4,10 TO 12,92,Model A2,1998,75 years 11 months,400000
2021-08,WOODLANDS,4 ROOM,554,WOODLANDS DR 53,10 TO 12,95,Model A2,1999,77 years 05 months,400000
2021-08,WOODLANDS,4 ROOM,554,WOODLANDS DR 53,10 TO 12,89,Model A2,1999,77 years 05 months,400000
2021-08,WOODLANDS,4 ROOM,347,WOODLANDS AVE 3,10 TO 12,84,Simplified,1988,65 years 09 months,406000
2021-08,WOODLANDS,4 ROOM,839,WOODLANDS ST 82,10 TO 12,106,Model A,1996,74 years 01 month,420000
2021-08,WOODLANDS,4 ROOM,742,WOODLANDS CIRCLE,10 TO 12,102,Model A,1997,75 years 02 months,420000
2021-08,WOODLANDS,4 ROOM,778,WOODLANDS DR 60,10 TO 12,100,Model A,1997,75 years 05 months,420000
2021-08,WOODLANDS,4 ROOM,640,WOODLANDS RING RD,10 TO 12,102,Model A,1999,77 years,430000
2021-08,WOODLANDS,4 ROOM,684A,WOODLANDS DR 73,10 TO 12,105,Premium Apartment,2000,77 years 08 months,440000
2021-08,WOODLANDS,4 ROOM,12B,MARSILING LANE,10 TO 12,93,Model A,2013,90 years 11 months,450000
2021-08,WOODLANDS,4 ROOM,683D,WOODLANDS DR 62,10 TO 12,103,Premium Apartment,2000,77 years 07 months,458000
2021-08,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,93 years,460000
2021-08,WOODLANDS,4 ROOM,649,WOODLANDS RING RD,10 TO 12,100,Model A,1998,75 years 11 months,460000
2021-08,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 07 months,475000
2021-08,WOODLANDS,4 ROOM,886B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 07 months,496000
2021-08,WOODLANDS,4 ROOM,889C,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years,500000
2021-08,WOODLANDS,4 ROOM,889A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,95 years,531000
2021-09,WOODLANDS,4 ROOM,33,MARSILING DR,10 TO 12,98,New Generation,1978,55 years 05 months,340000
2021-09,WOODLANDS,4 ROOM,620,WOODLANDS DR 52,10 TO 12,91,Model A2,1998,75 years 11 months,383000
2021-09,WOODLANDS,4 ROOM,775,WOODLANDS CRES,10 TO 12,93,Model A2,1997,75 years 02 months,405000
2021-09,WOODLANDS,4 ROOM,759,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,75 years 08 months,417500
2021-09,WOODLANDS,4 ROOM,738,WOODLANDS CIRCLE,10 TO 12,103,Model A,1998,75 years 06 months,425000
2021-09,WOODLANDS,4 ROOM,657,WOODLANDS RING RD,10 TO 12,101,Model A,1998,75 years 06 months,428000
2021-09,WOODLANDS,4 ROOM,12A,MARSILING LANE,10 TO 12,93,Model A,2013,90 years 10 months,445000
2021-09,WOODLANDS,4 ROOM,653,WOODLANDS RING RD,10 TO 12,101,Model A,1998,75 years 07 months,455000
2021-09,WOODLANDS,4 ROOM,514,WOODLANDS DR 14,10 TO 12,107,Premium Apartment,1999,76 years 07 months,463888
2021-09,WOODLANDS,4 ROOM,571A,WOODLANDS AVE 1,10 TO 12,92,Model A,2013,91 years 03 months,495000
2021-09,WOODLANDS,4 ROOM,886A,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 06 months,508000
2021-09,WOODLANDS,4 ROOM,890A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 10 months,525000
2021-10,WOODLANDS,4 ROOM,319,WOODLANDS ST 31,10 TO 12,107,Model A,1993,70 years 07 months,420000
2021-10,WOODLANDS,4 ROOM,756,WOODLANDS AVE 4,10 TO 12,101,Model A,1998,75 years 05 months,422000
2021-10,WOODLANDS,4 ROOM,755,WOODLANDS AVE 4,10 TO 12,102,Model A,1997,75 years 03 months,425000
2021-10,WOODLANDS,4 ROOM,787C,WOODLANDS CRES,10 TO 12,100,Model A,1997,75 years,438000
2021-10,WOODLANDS,4 ROOM,352,WOODLANDS AVE 1,10 TO 12,105,Model A,1996,73 years 10 months,458000
2021-10,WOODLANDS,4 ROOM,810,WOODLANDS ST 81,10 TO 12,106,Model A,1995,73 years 01 month,458000
2021-10,WOODLANDS,4 ROOM,720,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,74 years 07 months,485000
2021-11,WOODLANDS,4 ROOM,203,MARSILING DR,10 TO 12,93,New Generation,1981,59 years,280000
2021-11,WOODLANDS,4 ROOM,5,MARSILING DR,10 TO 12,90,Improved,1974,51 years 09 months,326000
2021-11,WOODLANDS,4 ROOM,5A,MARSILING DR,10 TO 12,90,Model A,2002,79 years 06 months,390000
2021-11,WOODLANDS,4 ROOM,775,WOODLANDS CRES,10 TO 12,91,Model A2,1997,75 years,418000
2021-11,WOODLANDS,4 ROOM,856,WOODLANDS ST 83,10 TO 12,106,Model A,1996,73 years 05 months,425000
2021-11,WOODLANDS,4 ROOM,759,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 06 months,435000
2021-11,WOODLANDS,4 ROOM,554,WOODLANDS DR 53,10 TO 12,90,Model A2,1999,77 years 01 month,437000
2021-11,WOODLANDS,4 ROOM,724,WOODLANDS AVE 6,10 TO 12,102,Model A,1997,74 years 11 months,445000
2021-11,WOODLANDS,4 ROOM,523,WOODLANDS DR 14,10 TO 12,104,Premium Apartment,2000,77 years 08 months,448000
2021-11,WOODLANDS,4 ROOM,844,WOODLANDS AVE 4,10 TO 12,106,Model A,1996,73 years 09 months,455000
2021-11,WOODLANDS,4 ROOM,792,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,75 years 01 month,460000
2021-11,WOODLANDS,4 ROOM,677,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 10 months,488000
2021-11,WOODLANDS,4 ROOM,571A,WOODLANDS AVE 1,10 TO 12,92,Model A,2013,91 years 01 month,495000
2021-12,WOODLANDS,4 ROOM,7,MARSILING DR,10 TO 12,88,Improved,1976,53 years 02 months,340000
2021-12,WOODLANDS,4 ROOM,349,WOODLANDS AVE 3,10 TO 12,84,Simplified,1988,65 years 09 months,405000
2021-12,WOODLANDS,4 ROOM,105,WOODLANDS ST 13,10 TO 12,91,New Generation,1985,62 years 05 months,405000
2021-12,WOODLANDS,4 ROOM,773,WOODLANDS DR 60,10 TO 12,91,Model A2,1997,74 years 11 months,430000
2021-12,WOODLANDS,4 ROOM,667,WOODLANDS RING RD,10 TO 12,90,Model A,2001,78 years 02 months,438000
2021-12,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,10 TO 12,85,Model A2,2000,77 years 11 months,438000
2021-12,WOODLANDS,4 ROOM,689A,WOODLANDS DR 75,10 TO 12,90,Premium Apartment,2004,81 years 03 months,453000
2021-12,WOODLANDS,4 ROOM,714,WOODLANDS DR 70,10 TO 12,100,Model A,1997,74 years 04 months,460250
2021-12,WOODLANDS,4 ROOM,632,WOODLANDS RING RD,10 TO 12,102,Model A,1999,76 years 10 months,465000
2021-12,WOODLANDS,4 ROOM,634,WOODLANDS RING RD,10 TO 12,102,Model A,1999,76 years 08 months,470000
2021-12,WOODLANDS,4 ROOM,661,WOODLANDS RING RD,10 TO 12,100,Model A,1998,75 years 03 months,470000
2021-12,WOODLANDS,4 ROOM,889B,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 07 months,530000
2022-01,WOODLANDS,4 ROOM,25,MARSILING DR,10 TO 12,92,New Generation,1977,54 years 06 months,310000
2022-01,WOODLANDS,4 ROOM,205,MARSILING DR,10 TO 12,91,New Generation,1980,57 years 10 months,355000
2022-01,WOODLANDS,4 ROOM,840,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,71 years 06 months,380000
2022-01,WOODLANDS,4 ROOM,752,WOODLANDS CIRCLE,10 TO 12,101,Model A,1998,75 years 01 month,423000
2022-01,WOODLANDS,4 ROOM,610,WOODLANDS AVE 4,10 TO 12,102,Model A,1998,75 years 04 months,438000
2022-01,WOODLANDS,4 ROOM,688E,WOODLANDS DR 75,10 TO 12,90,Premium Apartment,2004,81 years 01 month,450000
2022-01,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,75 years 01 month,455000
2022-01,WOODLANDS,4 ROOM,534,WOODLANDS DR 14,10 TO 12,105,Premium Apartment,1999,76 years 07 months,460000
2022-01,WOODLANDS,4 ROOM,526,WOODLANDS DR 14,10 TO 12,105,Premium Apartment,2000,77 years 02 months,465000
2022-01,WOODLANDS,4 ROOM,12C,MARSILING LANE,10 TO 12,93,Model A,2013,90 years 06 months,475000
2022-01,WOODLANDS,4 ROOM,368,WOODLANDS AVE 1,10 TO 12,105,Model A,1997,74 years 01 month,480000
2022-01,WOODLANDS,4 ROOM,353,WOODLANDS AVE 1,10 TO 12,106,Model A,1996,73 years 06 months,485000
2022-01,WOODLANDS,4 ROOM,532,WOODLANDS DR 14,10 TO 12,105,Premium Apartment,1999,76 years 08 months,485000
2022-01,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years 07 months,505000
2022-01,WOODLANDS,4 ROOM,890B,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 07 months,540000
2022-02,WOODLANDS,4 ROOM,782D,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years 05 months,455000
2022-02,WOODLANDS,4 ROOM,855,WOODLANDS ST 83,10 TO 12,84,Simplified,1993,70 years 06 months,405000
2022-02,WOODLANDS,4 ROOM,110,WOODLANDS ST 13,10 TO 12,91,New Generation,1987,63 years 11 months,420000
2022-02,WOODLANDS,4 ROOM,613,WOODLANDS AVE 4,10 TO 12,101,Model A,1998,75 years 06 months,428000
2022-02,WOODLANDS,4 ROOM,689D,WOODLANDS DR 75,10 TO 12,90,Premium Apartment,2004,81 years 01 month,438888
2022-02,WOODLANDS,4 ROOM,628B,WOODLANDS RING RD,10 TO 12,102,Model A,1998,75 years 09 months,439000
2022-02,WOODLANDS,4 ROOM,551,WOODLANDS DR 44,10 TO 12,100,Model A,2000,77 years 01 month,450000
2022-02,WOODLANDS,4 ROOM,551,WOODLANDS DR 44,10 TO 12,101,Model A,2000,77 years 01 month,450000
2022-02,WOODLANDS,4 ROOM,773,WOODLANDS DR 60,10 TO 12,93,Model A2,1997,74 years 09 months,455000
2022-02,WOODLANDS,4 ROOM,653,WOODLANDS RING RD,10 TO 12,100,Model A,1998,75 years 01 month,458000
2022-02,WOODLANDS,4 ROOM,843,WOODLANDS ST 82,10 TO 12,104,Model A,1994,71 years 04 months,465000
2022-02,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,10 TO 12,101,Model A,1997,74 years 10 months,472000
2022-02,WOODLANDS,4 ROOM,845,WOODLANDS ST 82,10 TO 12,104,Model A,1994,71 years 05 months,472000
2022-02,WOODLANDS,4 ROOM,530,WOODLANDS DR 14,10 TO 12,104,Premium Apartment,1999,76 years 07 months,475000
2022-02,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years 06 months,480000
2022-02,WOODLANDS,4 ROOM,887B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,92 years 01 month,510000
2022-02,WOODLANDS,4 ROOM,890A,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 06 months,545000
2022-02,WOODLANDS,4 ROOM,889D,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 06 months,568888
2022-03,WOODLANDS,4 ROOM,33,MARSILING DR,10 TO 12,98,New Generation,1978,54 years 11 months,378000
2022-03,WOODLANDS,4 ROOM,428,WOODLANDS ST 41,10 TO 12,104,Model A,1996,73 years 06 months,405000
2022-03,WOODLANDS,4 ROOM,424,WOODLANDS ST 41,10 TO 12,100,Model A,1997,74 years 03 months,432000
2022-03,WOODLANDS,4 ROOM,728,WOODLANDS CIRCLE,10 TO 12,91,Model A2,1997,74 years 07 months,450000
2022-03,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,10 TO 12,94,Premium Apartment,2003,79 years 11 months,460000
2022-03,WOODLANDS,4 ROOM,579,WOODLANDS DR 16,10 TO 12,91,Model A,2001,78 years 02 months,465000
2022-03,WOODLANDS,4 ROOM,870,WOODLANDS ST 81,10 TO 12,111,Model A,1996,73 years 01 month,485000
2022-03,WOODLANDS,4 ROOM,782C,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years 04 months,495000
2022-03,WOODLANDS,4 ROOM,894A,WOODLANDS DR 50,10 TO 12,100,Model A,1996,73 years 06 months,496388
2022-03,WOODLANDS,4 ROOM,889C,WOODLANDS DR 50,10 TO 12,93,Model A,2017,94 years 04 months,550088
2022-04,WOODLANDS,4 ROOM,575,WOODLANDS DR 16,10 TO 12,86,Model A2,2000,77 years 09 months,410000
2022-04,WOODLANDS,4 ROOM,579,WOODLANDS DR 16,10 TO 12,91,Model A,2001,78 years 01 month,420000
2022-04,WOODLANDS,4 ROOM,668,WOODLANDS RING RD,10 TO 12,91,Model A,2000,77 years 07 months,445000
2022-04,WOODLANDS,4 ROOM,774,WOODLANDS CRES,10 TO 12,91,Model A2,1997,74 years 07 months,445000
2022-04,WOODLANDS,4 ROOM,605,WOODLANDS DR 42,10 TO 12,93,Model A2,1997,74 years 02 months,450000
2022-04,WOODLANDS,4 ROOM,763,WOODLANDS AVE 6,10 TO 12,101,Model A,1998,75 years 01 month,460000
2022-04,WOODLANDS,4 ROOM,705,WOODLANDS DR 40,10 TO 12,99,Model A,1996,73 years 06 months,460000
2022-04,WOODLANDS,4 ROOM,896A,WOODLANDS DR 50,10 TO 12,99,Model A,1997,73 years 09 months,460000
2022-04,WOODLANDS,4 ROOM,632,WOODLANDS RING RD,10 TO 12,102,Model A,1999,76 years 05 months,480000
2022-04,WOODLANDS,4 ROOM,418,WOODLANDS ST 41,10 TO 12,106,Model A,1996,72 years 10 months,480000
2022-04,WOODLANDS,4 ROOM,518,WOODLANDS DR 14,10 TO 12,104,Premium Apartment,2000,77 years 06 months,483000
2022-04,WOODLANDS,4 ROOM,715,WOODLANDS DR 70,10 TO 12,101,Model A,1997,74 years,490000
2022-04,WOODLANDS,4 ROOM,348,WOODLANDS AVE 3,10 TO 12,103,Model A,1988,65 years 04 months,490000
2022-04,WOODLANDS,4 ROOM,518,WOODLANDS DR 14,10 TO 12,104,Premium Apartment,2000,77 years 06 months,530000
2022-05,WOODLANDS,4 ROOM,8,MARSILING DR,10 TO 12,90,Improved,1976,52 years 08 months,355000
2022-05,WOODLANDS,4 ROOM,771,WOODLANDS DR 60,10 TO 12,101,Model A,1997,74 years 08 months,433000
2022-05,WOODLANDS,4 ROOM,616,WOODLANDS AVE 4,10 TO 12,102,Model A,1998,75 years,438000
2022-05,WOODLANDS,4 ROOM,774,WOODLANDS CRES,10 TO 12,93,Model A2,1997,74 years 05 months,440000
2022-05,WOODLANDS,4 ROOM,146,WOODLANDS ST 13,10 TO 12,98,New Generation,1985,61 years 10 months,445000
2022-05,WOODLANDS,4 ROOM,508,WOODLANDS DR 14,10 TO 12,101,Model A,1999,75 years 09 months,458000
2022-05,WOODLANDS,4 ROOM,734,WOODLANDS CIRCLE,10 TO 12,102,Model A,1998,74 years 10 months,460000
2022-05,WOODLANDS,4 ROOM,437,WOODLANDS ST 41,10 TO 12,104,Model A,1996,73 years 04 months,460000
2022-05,WOODLANDS,4 ROOM,639,WOODLANDS RING RD,10 TO 12,101,Model A,1999,76 years 03 months,475000
2022-05,WOODLANDS,4 ROOM,409,WOODLANDS ST 41,10 TO 12,106,Model A,1996,72 years 08 months,480000
2022-05,WOODLANDS,4 ROOM,370,WOODLANDS AVE 1,10 TO 12,104,Model A,1996,73 years 06 months,485000
2022-05,WOODLANDS,4 ROOM,588,WOODLANDS DR 16,10 TO 12,91,Model A,2001,78 years,487000
2022-05,WOODLANDS,4 ROOM,371,WOODLANDS AVE 1,10 TO 12,102,Model A,1996,73 years 07 months,500000
2022-05,WOODLANDS,4 ROOM,536,WOODLANDS DR 14,10 TO 12,106,Premium Apartment,1999,76 years 03 months,518000
2022-05,WOODLANDS,4 ROOM,886A,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,91 years 10 months,545000
2022-06,WOODLANDS,4 ROOM,845,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,71 years 01 month,418000
2022-06,WOODLANDS,4 ROOM,775,WOODLANDS CRES,10 TO 12,93,Model A2,1997,74 years 05 months,428000
2022-06,WOODLANDS,4 ROOM,761,WOODLANDS AVE 6,10 TO 12,103,Model A,1998,74 years 09 months,440000
2022-06,WOODLANDS,4 ROOM,899B,WOODLANDS DR 50,10 TO 12,97,Model A,1997,74 years 02 months,456000
2022-06,WOODLANDS,4 ROOM,786B,WOODLANDS DR 60,10 TO 12,91,Model A2,1997,74 years 03 months,460000
2022-06,WOODLANDS,4 ROOM,732,WOODLANDS CIRCLE,10 TO 12,101,Model A,1997,74 years 04 months,465000
2022-06,WOODLANDS,4 ROOM,552,WOODLANDS DR 44,10 TO 12,100,Model A,2000,76 years 09 months,466000
2022-06,WOODLANDS,4 ROOM,631,WOODLANDS RING RD,10 TO 12,101,Model A,1998,75 years 02 months,470000
2022-06,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,74 years 06 months,495000
2022-06,WOODLANDS,4 ROOM,782E,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years 01 month,498000
2022-06,WOODLANDS,4 ROOM,839,WOODLANDS ST 82,10 TO 12,105,Model A,1996,73 years 03 months,500000
2022-06,WOODLANDS,4 ROOM,785D,WOODLANDS RISE,10 TO 12,93,Model A,2018,95 years 02 months,520000
2022-07,WOODLANDS,4 ROOM,628B,WOODLANDS RING RD,10 TO 12,100,Model A,1998,75 years 04 months,458000
2022-07,WOODLANDS,4 ROOM,686A,WOODLANDS DR 73,10 TO 12,94,Premium Apartment,2003,79 years 08 months,460080
2022-07,WOODLANDS,4 ROOM,760,WOODLANDS AVE 6,10 TO 12,102,Model A,1998,74 years 07 months,465000
2022-07,WOODLANDS,4 ROOM,690E,WOODLANDS DR 75,10 TO 12,90,Premium Apartment,2004,80 years 07 months,468000
2022-07,WOODLANDS,4 ROOM,719,WOODLANDS AVE 6,10 TO 12,100,Model A,1997,73 years 11 months,485000
2022-07,WOODLANDS,4 ROOM,532,WOODLANDS DR 14,10 TO 12,106,Premium Apartment,1999,76 years 02 months,500000
2022-07,WOODLANDS,4 ROOM,785D,WOODLANDS RISE,10 TO 12,93,Model A,2018,95 years 01 month,527000
2022-07,WOODLANDS,4 ROOM,574B,WOODLANDS DR 16,10 TO 12,93,Model A,2018,95 years,580000
2022-08,WOODLANDS,4 ROOM,33,MARSILING DR,10 TO 12,98,New Generation,1978,54 years 06 months,399999
2022-08,WOODLANDS,4 ROOM,840,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,70 years 11 months,420000
2022-08,WOODLANDS,4 ROOM,845,WOODLANDS ST 82,10 TO 12,84,Simplified,1994,70 years 11 months,428000
2022-08,WOODLANDS,4 ROOM,619,WOODLANDS DR 52,10 TO 12,92,Model A2,1998,75 years 02 months,430000
2022-08,WOODLANDS,4 ROOM,729,WOODLANDS CIRCLE,10 TO 12,91,Model A2,1997,74 years 04 months,458000
2022-08,WOODLANDS,4 ROOM,836,WOODLANDS ST 83,10 TO 12,105,Model A,1996,72 years 08 months,460000
2022-08,WOODLANDS,4 ROOM,743,WOODLANDS CIRCLE,10 TO 12,102,Model A2,1997,74 years 03 months,469000
2022-08,WOODLANDS,4 ROOM,604,WOODLANDS DR 42,10 TO 12,93,Model A2,1997,73 years 09 months,475000
2022-08,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years,490000
2022-08,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,92 years,495000
2022-08,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,10 TO 12,94,Premium Apartment,2003,79 years 07 months,496000
2022-08,WOODLANDS,4 ROOM,785B,WOODLANDS RISE,10 TO 12,93,Model A,2018,94 years 11 months,520000
2022-08,WOODLANDS,4 ROOM,886B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,91 years 07 months,538000
2022-09,WOODLANDS,4 ROOM,27,MARSILING DR,10 TO 12,91,New Generation,1977,54 years 03 months,395000
2022-09,WOODLANDS,4 ROOM,24,MARSILING DR,10 TO 12,92,New Generation,1977,53 years 10 months,398000
2022-09,WOODLANDS,4 ROOM,437,WOODLANDS ST 41,10 TO 12,84,Simplified,1996,73 years 01 month,430000
2022-09,WOODLANDS,4 ROOM,172,WOODLANDS ST 13,10 TO 12,91,New Generation,1985,62 years 02 months,443000
2022-09,WOODLANDS,4 ROOM,786B,WOODLANDS DR 60,10 TO 12,90,Model A2,1997,74 years,460000
2022-09,WOODLANDS,4 ROOM,660,WOODLANDS RING RD,10 TO 12,101,Model A,1998,74 years 06 months,465000
2022-09,WOODLANDS,4 ROOM,638,WOODLANDS RING RD,10 TO 12,101,Model A,1999,75 years 11 months,478000
2022-09,WOODLANDS,4 ROOM,618,WOODLANDS AVE 4,10 TO 12,96,Model A2,1998,74 years 10 months,485000
2022-09,WOODLANDS,4 ROOM,750,WOODLANDS AVE 4,10 TO 12,102,Model A,1998,74 years 05 months,490000
2022-09,WOODLANDS,4 ROOM,368,WOODLANDS AVE 1,10 TO 12,105,Model A,1997,73 years 06 months,500000
2022-09,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,10 TO 12,92,Model A,2015,91 years 11 months,500000
2022-09,WOODLANDS,4 ROOM,782A,WOODLANDS CRES,10 TO 12,92,Model A,2015,91 years 10 months,506888
2022-09,WOODLANDS,4 ROOM,418,WOODLANDS ST 41,10 TO 12,106,Model A,1996,72 years 06 months,508000
2022-09,WOODLANDS,4 ROOM,522,WOODLANDS DR 14,10 TO 12,105,Premium Apartment,2000,76 years 10 months,518000
2022-09,WOODLANDS,4 ROOM,784C,WOODLANDS RISE,10 TO 12,93,Model A,2018,94 years 11 months,520000
2022-09,WOODLANDS,4 ROOM,355,WOODLANDS AVE 1,10 TO 12,105,Model A,1996,73 years 01 month,528000
2022-09,WOODLANDS,4 ROOM,573B,WOODLANDS DR 16,10 TO 12,93,Model A,2018,94 years 10 months,540000
2022-09,WOODLANDS,4 ROOM,574A,WOODLANDS DR 16,10 TO 12,93,Model A,2018,94 years 10 months,555000
2022-09,WOODLANDS,4 ROOM,574A,WOODLANDS DR 16,10 TO 12,93,Model A,2018,94 years 10 months,560000
2022-09,WOODLANDS,4 ROOM,574B,WOODLANDS DR 16,10 TO 12,93,Model A,2018,94 years 10 months,564000
