month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2022-12,TOA PAYOH,4 ROOM,220,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,52 years 06 months,460000
2022-12,TOA PAYOH,4 ROOM,114,POTONG PASIR AVE 1,10 TO 12,100,New Generation,1984,60 years 11 months,527000
2022-12,TOA PAYOH,4 ROOM,193,LOR 4 TOA PAYOH,10 TO 12,84,Improved,1974,50 years 08 months,538000
2022-12,TOA PAYOH,4 ROOM,14B,LOR 7 TOA PAYOH,10 TO 12,106,Model A,1998,74 years 08 months,698000
2022-12,TOA PAYOH,4 ROOM,9,JOO SENG RD,10 TO 12,93,Model A,2017,93 years 03 months,775000
2022-12,TOA PAYOH,4 ROOM,131B,LOR 1 TOA PAYOH,10 TO 12,93,Model A,2018,94 years 09 months,948000
2023-01,TOA PAYOH,4 ROOM,221,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,52 years 06 months,442000
2023-02,TOA PAYOH,4 ROOM,14,LOR 7 TOA PAYOH,10 TO 12,104,Model A,1998,74 years 06 months,700000
2023-02,TOA PAYOH,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87,Improved,1973,49 years 05 months,428000
2023-03,TOA PAYOH,4 ROOM,220,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,52 years 03 months,471000
2023-03,TOA PAYOH,4 ROOM,107,POTONG PASIR AVE 1,10 TO 12,103,Model A,1984,60 years 05 months,698000
2023-03,TOA PAYOH,4 ROOM,201,TOA PAYOH NTH,10 TO 12,87,Improved,1973,49 years 05 months,450000
2023-04,TOA PAYOH,4 ROOM,248,KIM KEAT LINK,10 TO 12,104,Model A,1989,64 years 11 months,555000
2023-04,TOA PAYOH,4 ROOM,130B,LOR 1 TOA PAYOH,10 TO 12,93,Model A,2018,94 years 04 months,948888
2023-05,TOA PAYOH,4 ROOM,145,LOR 2 TOA PAYOH,10 TO 12,86,Model A,2006,81 years 09 months,793000
2023-05,TOA PAYOH,4 ROOM,43,LOR 5 TOA PAYOH,10 TO 12,110,Model A,1993,69 years,720000
2023-06,TOA PAYOH,4 ROOM,9,JOO SENG RD,10 TO 12,93,Model A,2017,92 years 09 months,820000
2023-06,TOA PAYOH,4 ROOM,141,LOR 2 TOA PAYOH,10 TO 12,85,Model A,2001,76 years 08 months,750000
2023-07,TOA PAYOH,4 ROOM,258,KIM KEAT AVE,10 TO 12,103,Model A,1988,64 years 06 months,708000
2023-07,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,10 TO 12,91,DBSS,2012,87 years 11 months,915000
2023-07,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 11 months,420000
2023-07,TOA PAYOH,4 ROOM,117,POTONG PASIR AVE 1,10 TO 12,93,New Generation,1984,60 years 04 months,512500
2023-08,TOA PAYOH,4 ROOM,130A,LOR 1 TOA PAYOH,10 TO 12,93,Model A,2018,94 years 01 month,999000
2023-08,TOA PAYOH,4 ROOM,145,LOR 2 TOA PAYOH,10 TO 12,91,Model A,2006,81 years 06 months,898000
2023-08,TOA PAYOH,4 ROOM,80A,LOR 4 TOA PAYOH,10 TO 12,104,Model A,1997,72 years 08 months,815000
2023-08,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 10 months,400000
2023-08,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 11 months,445000
2023-08,TOA PAYOH,4 ROOM,142,POTONG PASIR AVE 3,10 TO 12,106,Model A,1984,60 years,706000
2023-09,TOA PAYOH,4 ROOM,172,LOR 1 TOA PAYOH,10 TO 12,104,Model A,1995,70 years 08 months,790000
2023-09,TOA PAYOH,4 ROOM,146,LOR 2 TOA PAYOH,10 TO 12,91,Model A,2006,81 years 05 months,870000
2023-09,TOA PAYOH,4 ROOM,10B,LOR 7 TOA PAYOH,10 TO 12,104,Model A,1998,73 years 10 months,708000
2023-09,TOA PAYOH,4 ROOM,213,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1975,50 years 04 months,445000
2023-10,TOA PAYOH,4 ROOM,10B,LOR 7 TOA PAYOH,10 TO 12,106,Model A,1998,73 years 09 months,750000
2023-11,TOA PAYOH,4 ROOM,9,JOO SENG RD,10 TO 12,93,Model A,2017,92 years 04 months,810000
2023-11,TOA PAYOH,4 ROOM,131B,LOR 1 TOA PAYOH,10 TO 12,93,Model A,2018,93 years 10 months,1000000
2023-11,TOA PAYOH,4 ROOM,202,TOA PAYOH NTH,10 TO 12,87,Improved,1973,48 years 09 months,490000
2023-12,TOA PAYOH,4 ROOM,84B,LOR 2 TOA PAYOH,10 TO 12,105,Model A,1997,72 years 06 months,850000
2023-12,TOA PAYOH,4 ROOM,143,LOR 2 TOA PAYOH,10 TO 12,91,Model A,2002,77 years 09 months,775000
2023-12,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 06 months,420000
2023-12,TOA PAYOH,4 ROOM,226,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 05 months,460000
2024-01,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,10 TO 12,91,DBSS,2012,87 years 05 months,940000
2024-01,TOA PAYOH,4 ROOM,222,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,51 years 03 months,430000
2024-01,TOA PAYOH,4 ROOM,134,POTONG PASIR AVE 3,10 TO 12,104,Model A,1984,59 years 06 months,715000
2024-01,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,10 TO 12,76,Model A,2009,84 years 04 months,838000
2024-02,TOA PAYOH,4 ROOM,43,LOR 5 TOA PAYOH,10 TO 12,109,Model A,1993,68 years 03 months,760000
2024-02,TOA PAYOH,4 ROOM,202,TOA PAYOH NTH,10 TO 12,87,Improved,1973,48 years 06 months,538000
